centroid_x,centroid_y,period_count,supporting_periods,node_ids_json,network_criticality,removal_impact,period_persistence,parameter_stability,total_score,any_top20,ambiguous_match_count,match_id,target_cluster,target_id,geometry_wkt
15374438.105,5054384.4325,2,喜山期|海西期,"{""喜山期"": 648, ""海西期"": 877}",0.7614513574254375,0.0,0.5,0.5,0.4665079750989031,True,0,M02055,8,T009,"POLYGON ((15373126.94 5055944.148, 15376126.94 5055944.148, 15376126.94 5052944.148, 15373126.94 5052944.148, 15373126.94 5055944.148))"
15377438.105,5054384.4325,2,喜山期|海西期,"{""喜山期"": 697, ""海西期"": 938}",0.7844197258318661,0.0,0.5,0.5,0.47454690404115313,True,0,M02056,8,T009,"POLYGON ((15376126.94 5055944.148, 15379126.94 5055944.148, 15379126.94 5052944.148, 15376126.94 5052944.148, 15376126.94 5055944.148))"
15380438.105,5054384.4325,2,喜山期|海西期,"{""喜山期"": 746, ""海西期"": 999}",0.8023272342528213,0.0,0.5,0.5,0.48081453198848745,True,0,M02057,8,T009,"POLYGON ((15379126.94 5055944.148, 15382126.94 5055944.148, 15382126.94 5052944.148, 15379126.94 5052944.148, 15379126.94 5055944.148))"
15383438.105,5054384.4325,2,喜山期|海西期,"{""喜山期"": 795, ""海西期"": 1060}",0.8005342689275883,0.0,0.5,0.5,0.4801869941246559,True,0,M02058,8,T009,"POLYGON ((15382126.94 5055944.148, 15385126.94 5055944.148, 15385126.94 5052944.148, 15382126.94 5052944.148, 15382126.94 5055944.148))"
15386438.105,5054384.4325,2,喜山期|海西期,"{""喜山期"": 844, ""海西期"": 1121}",0.7323000720154691,0.0,0.5,0.5,0.45630502520541416,True,0,M02059,8,T009,"POLYGON ((15385126.94 5055944.148, 15388126.94 5055944.148, 15388126.94 5052944.148, 15385126.94 5052944.148, 15385126.94 5055944.148))"
15389438.105,5054384.4325,2,喜山期|海西期,"{""喜山期"": 893, ""海西期"": 1182}",0.7356593663335093,0.0,0.5,0.5,0.4574807782167282,True,0,M02060,8,T009,"POLYGON ((15388126.94 5055944.148, 15391126.94 5055944.148, 15391126.94 5052944.148, 15388126.94 5052944.148, 15388126.94 5055944.148))"
15392438.105,5054384.4325,2,喜山期|海西期,"{""喜山期"": 942, ""海西期"": 1243}",0.7391811953573053,0.0,0.5,0.5,0.45871341837505686,True,0,M02061,9,T010,"POLYGON ((15391126.94 5055944.148, 15394126.94 5055944.148, 15394126.94 5052944.148, 15391126.94 5052944.148, 15391126.94 5055944.148))"
15395438.105,5054384.4325,2,喜山期|海西期,"{""喜山期"": 991, ""海西期"": 1304}",0.7446519088178112,0.0,0.5,0.5,0.4606281680862339,True,0,M02062,9,T010,"POLYGON ((15394126.94 5055944.148, 15397126.94 5055944.148, 15397126.94 5052944.148, 15394126.94 5052944.148, 15394126.94 5055944.148))"
15398438.105,5054384.4325,2,喜山期|海西期,"{""喜山期"": 1040, ""海西期"": 1365}",0.7490509308240633,0.0,0.5,0.5,0.46216782578842214,True,0,M02063,9,T010,"POLYGON ((15397126.94 5055944.148, 15400126.94 5055944.148, 15400126.94 5052944.148, 15397126.94 5052944.148, 15397126.94 5055944.148))"
15401438.105,5054384.4325,2,喜山期|海西期,"{""喜山期"": 1089, ""海西期"": 1426}",0.7528083794609375,0.0,0.5,0.5,0.46348293281132813,True,0,M02064,9,T010,"POLYGON ((15400126.94 5055944.148, 15403126.94 5055944.148, 15403126.94 5052944.148, 15400126.94 5052944.148, 15400126.94 5055944.148))"
15404438.105,5054384.4325,2,喜山期|海西期,"{""喜山期"": 1138, ""海西期"": 1487}",0.8300995860826599,0.0,0.5,0.5,0.49053485512893097,True,0,M02065,7,T008,"POLYGON ((15403126.94 5055944.148, 15406126.94 5055944.148, 15406126.94 5052944.148, 15403126.94 5052944.148, 15403126.94 5055944.148))"
15407438.105,5054384.4325,2,喜山期|海西期,"{""喜山期"": 1187, ""海西期"": 1548}",0.8280084663689549,0.0,0.5,0.5,0.4898029632291342,True,0,M02066,7,T008,"POLYGON ((15406126.94 5055944.148, 15409126.94 5055944.148, 15409126.94 5052944.148, 15406126.94 5052944.148, 15406126.94 5055944.148))"
15410438.105,5054384.4325,2,喜山期|海西期,"{""喜山期"": 1236, ""海西期"": 1609}",0.7034774945938657,0.0,0.5,0.5,0.44621712310785294,True,0,M02067,7,T008,"POLYGON ((15409126.94 5055944.148, 15412126.94 5055944.148, 15412126.94 5052944.148, 15409126.94 5052944.148, 15409126.94 5055944.148))"
15446438.105,5054384.4325,2,喜山期|海西期,"{""喜山期"": 1824, ""海西期"": 2341}",0.8158757972412871,0.0,0.5,0.5,0.48555652903445046,True,0,M02079,10,T012,"POLYGON ((15445126.94 5055944.148, 15448126.94 5055944.148, 15448126.94 5052944.148, 15445126.94 5052944.148, 15445126.94 5055944.148))"
